input_r,input_g,input_b,out1_r,out1_g,out1_b,out2_r,out2_g,out2_b,out3_r,out3_g,out3_b
0.15904716,0.121744595,0.8833212,0.25612566,0.19066146,1.0,0.0013045998,0.014844183,0.8073955,0.5211842,0.14039588,0.5025329
0.38292056,0.05387812,0.9154558,0.44162947,0.12316937,1.0,0.19354413,0.0,0.82044715,0.6491882,0.21839933,0.48466697
0.14108975,0.22744134,0.5805935,0.25495252,0.32865044,0.71817404,0.0,0.096349865,0.4805855,0.36084163,0.18426555,0.40401742
0.518506,0.56136316,0.70491356,0.65791464,0.704551,0.81672883,0.34860158,0.3652162,0.5500984,0.6117098,0.5399346,0.63313836
0.8288807,0.74872065,0.29351413,0.8902583,0.83173335,0.3806828,0.6798875,0.60126245,0.21210387,0.5611974,0.78880066,0.5211174
0.85057616,0.7722577,0.3780419,1.0,0.9497019,0.44644782,0.7739757,0.6015633,0.24367492,0.614309,0.8114169,0.5751498
0.17103721,0.26489595,0.5781263,0.35204843,0.39006096,0.7684368,0.026103197,0.14694285,0.4254942,0.37458175,0.21796659,0.4215111
0.47415495,0.118825324,0.3316015,0.53164464,0.2571153,0.46299392,0.3634042,0.0,0.22099158,0.40287822,0.29649013,0.22521341
0.54369605,0.7636992,0.14316708,0.6855519,0.88282603,0.30246127,0.4596934,0.59302014,0.0,0.34343156,0.6536976,0.45343313
0.79607755,0.8554735,0.090835,0.9050989,0.925075,0.18788485,0.6334017,0.74640024,0.01749487,0.44345626,0.8257755,0.47315425
0.3974876,0.5097632,0.83405566,0.48379818,0.59049475,0.9511862,0.30966473,0.41241765,0.63472545,0.61577165,0.4536254,0.6719094
0.7683671,0.62969416,0.89562744,0.8821085,0.7349853,1.0,0.6680525,0.440543,0.7819735,0.8319973,0.69903064,0.7626608
0.10139346,0.22057009,0.075707026,0.20811269,0.3866021,0.17853221,0.0022391365,0.05644708,0.0,0.08855024,0.16098177,0.14813855
0.3841156,0.54823846,0.28952542,0.5460808,0.68274593,0.36147135,0.20760168,0.3720302,0.09473922,0.3368205,0.46617705,0.41888195
0.10071749,0.88480365,0.3595962,0.28007087,1.0,0.4861182,0.0,0.7930251,0.18641922,0.23015684,0.49276057,0.62219995
0.98434675,0.7776018,0.778925,1.0,0.8904875,0.8548305,0.82199055,0.6957187,0.6698361,0.88163584,0.8809743,0.7782634
0.9289881,0.2691616,0.8067652,1.0,0.44616824,0.8598281,0.7599107,0.19705242,0.6679739,0.86787665,0.59907484,0.5379634
0.2154403,0.3626395,0.94836676,0.38848296,0.5240551,1.0,0.12399662,0.23307368,0.7788364,0.5819035,0.2890399,0.65550315
0.44375202,0.54448056,0.17289147,0.5268309,0.7273173,0.30562273,0.26804915,0.35527924,0.07089071,0.30832174,0.4941163,0.35868603
0.967981,0.7393625,0.16399027,1.0,0.8786748,0.32836914,0.88195395,0.58253044,0.08712624,0.5659856,0.8536717,0.4516764
0.8575819,0.21630275,0.8063953,0.99685115,0.40353918,0.99293154,0.697827,0.09994739,0.6983089,0.8319886,0.53694236,0.511349
0.74317807,0.29502812,0.3340318,0.8938761,0.41095516,0.39067668,0.65214497,0.20024015,0.28091753,0.5386049,0.5191031,0.31452996
0.20541735,0.5830232,0.86958534,0.3455035,0.7693926,0.92604345,0.034984555,0.47456837,0.7986487,0.53750134,0.39422026,0.7263043
0.11155336,0.8157889,0.09872386,0.16764686,0.9021042,0.295753,0.0,0.7198094,0.0,0.10513861,0.46367115,0.45725638
0.16718917,0.039490283,0.04671126,0.31130058,0.107361995,0.23012526,0.0,0.0,0.0,0.106950216,0.103339724,0.04310077
0.7226782,0.37415996,0.23652853,0.7986368,0.5434975,0.31604198,0.52493984,0.26768723,0.13983262,0.47960335,0.54841906,0.30534425
0.2951001,0.38624448,0.6387251,0.49075854,0.47585207,0.8322672,0.14070158,0.31815517,0.50687927,0.4669126,0.34067228,0.5124848
0.15768628,0.30210376,0.20444131,0.3346976,0.4845403,0.40075436,0.06525954,0.23181564,0.0769202,0.18106379,0.22989503,0.25327253
0.58383113,0.39255866,0.47771165,0.67555094,0.4958149,0.55548745,0.46560022,0.2673867,0.31527227,0.5307714,0.4881949,0.43513516
0.9004606,0.28179735,0.5008268,1.0,0.3925024,0.6253721,0.82957816,0.097319335,0.40371746,0.7006437,0.591129,0.39131206
0.95414567,0.42883414,0.7647026,1.0,0.52536184,0.9494645,0.8554009,0.30422676,0.58258086,0.8594241,0.6914899,0.5967684
0.9864452,0.84481454,0.52355623,1.0,0.89877367,0.606827,0.87471956,0.6493823,0.41302234,0.7550007,0.91562986,0.6841854
0.98203295,0.029794982,0.7078814,1.0,0.15481782,0.79965997,0.8999872,0.0,0.60628843,0.8449572,0.505914,0.3688382
0.9794576,0.69187534,0.5377512,1.0,0.76184684,0.691089,0.8786755,0.6372628,0.45342457,0.7586044,0.8356665,0.61481327
0.23160346,0.8448554,0.71935993,0.39253837,0.9841495,0.8438801,0.07914011,0.7656263,0.6615915,0.4754817,0.53822947,0.78210765
0.7864451,0.35083908,0.49366826,0.9398898,0.46635708,0.69050527,0.62762207,0.2563464,0.38489982,0.64005667,0.5686421,0.42225367
0.4651942,0.5299654,0.2505774,0.60033363,0.712706,0.32986718,0.2837175,0.4468122,0.084442884,0.35788578,0.49757978,0.3902714
0.22891262,0.46611655,0.13976921,0.36962685,0.6654391,0.25262022,0.04740049,0.28754756,0.0,0.18434092,0.3475146,0.30294287
0.6221535,0.7122679,0.7131698,0.68632305,0.8587212,0.83326036,0.4621145,0.6105231,0.6227568,0.66766167,0.6672107,0.71271884
0.24005882,0.76024127,0.6093662,0.36888012,0.8123763,0.7056805,0.047825236,0.66621053,0.4860712,0.4247125,0.50015,0.6848037
0.24243946,0.7520921,0.8839165,0.3221588,0.9440378,1.0,0.08210492,0.58322686,0.7871403,0.56317794,0.4972658,0.8180043
0.9624675,0.22425528,0.9471295,1.0,0.33790618,1.0,0.825629,0.04480132,0.81251895,0.9547985,0.5933614,0.5856924
0.4223535,0.5240571,0.476632,0.60736644,0.6856239,0.6217315,0.24007334,0.43778822,0.320489,0.44949275,0.4732053,0.5003445
0.84762764,0.63023615,0.83327025,0.9199949,0.6942752,0.96285176,0.66840696,0.57141596,0.76814765,0.840449,0.7389319,0.73175323
0.7802549,0.9077022,0.6280181,0.83819795,1.0,0.7017806,0.7302483,0.7841767,0.4659796,0.7041365,0.8439786,0.7678602
0.7324921,0.18258542,0.7773185,0.78291035,0.2755672,0.91978264,0.62466824,0.0,0.63386554,0.7549053,0.45753875,0.47995195
0.43946925,0.21325895,0.21921507,0.5626292,0.28897873,0.40168875,0.37383702,0.14959103,0.14850707,0.32934216,0.3263641,0.21623701
0.081601255,0.08287814,0.426058,0.22238956,0.16718677,0.6089304,0.0,0.011932296,0.34094664,0.25382963,0.0822397,0.25446808
0.5872228,0.6305175,0.21533833,0.7385823,0.7930462,0.35432908,0.52567303,0.44058785,0.13439983,0.40128055,0.60887015,0.42292792
0.33585632,0.03713684,0.18603165,0.4040057,0.15848573,0.3683256,0.2835928,0.0,0.060203165,0.26094398,0.18649657,0.111584246
0.5674595,0.74067247,0.3226234,0.6332619,0.91790277,0.423148,0.3721109,0.6535727,0.20538963,0.44504145,0.65406597,0.5316479
0.34619996,0.9034752,0.06592901,0.4194291,1.0,0.18436177,0.2730052,0.8438903,0.0,0.20606449,0.62483764,0.48470214
0.0848036,0.27983454,0.41683483,0.1800641,0.34682673,0.507339,0.0,0.21811615,0.35991305,0.2508192,0.18231907,0.3483347
0.15130757,0.5933123,0.45325208,0.29393986,0.73866767,0.56904715,0.08789634,0.414865,0.39637735,0.30227983,0.37230995,0.52328223
0.77456313,0.6165444,0.1734054,0.95040685,0.7468415,0.36450097,0.6857817,0.4877447,0.09831652,0.47398427,0.6955538,0.3949749
0.79790354,0.35667253,0.18507378,0.860426,0.45090377,0.3727939,0.6940266,0.27211016,0.015543429,0.49148864,0.57728803,0.27087316
0.5880598,0.7553743,0.99140805,0.75870436,0.86952245,1.0,0.4643805,0.6153703,0.9025556,0.78973395,0.67171705,0.8733912
0.32587647,0.8659685,0.6554177,0.4745374,1.0,0.7426049,0.20829572,0.79281366,0.51388896,0.49064708,0.5959225,0.7606931
0.29736447,0.14363171,0.5974361,0.44007257,0.23105401,0.78013444,0.20165384,0.0,0.41456616,0.44740027,0.2204981,0.3705339
0.10058086,0.4585015,0.40896142,0.28121248,0.59651595,0.5564601,0.050297167,0.32240042,0.2180788,0.25477114,0.27954116,0.43373147
0.7877138,0.6399503,0.97351354,0.8505851,0.7776501,1.0,0.5980184,0.5858246,0.81291044,0.8806137,0.713832,0.8067319
0.61362666,0.95896554,0.8166788,0.7901492,1.0,0.92085177,0.46151328,0.82426775,0.6725583,0.71515274,0.7862961,0.8878222
0.10895588,0.3334418,0.7158354,0.1922482,0.49280322,0.9144386,0.0,0.25383753,0.55418396,0.41239563,0.22119884,0.5246386
0.21250948,0.55102354,0.24112432,0.36357433,0.6735749,0.33726943,0.06862443,0.4234784,0.1769736,0.22681691,0.38176653,0.39607394
0.41983807,0.21607412,0.40693521,0.5007185,0.28716028,0.5301075,0.32768664,0.03723391,0.324149,0.41338664,0.3179561,0.31150466
0.54265195,0.13320735,0.78663427,0.6075423,0.21100985,0.9618977,0.47996578,0.009309202,0.6612398,0.6646431,0.33792967,0.4599208
0.4345437,0.41272664,0.2937481,0.59084725,0.54587615,0.3943154,0.34733596,0.35881492,0.20203744,0.3641459,0.42363518,0.3532374
0.692731,0.86689025,0.87616396,0.7482335,0.95187825,0.9766499,0.6421671,0.8083795,0.6804101,0.7844475,0.77981067,0.87152714
0.47278425,0.58086556,0.48474815,0.6062744,0.6946215,0.59773755,0.3958653,0.46504924,0.39772323,0.4787662,0.5268249,0.5328069
0.32190692,0.83459425,0.12944718,0.46070704,0.94318163,0.2789444,0.15410551,0.7038351,0.0,0.22567706,0.5782506,0.4820207
0.34161508,0.72386265,0.63918483,0.45000243,0.9074863,0.78591245,0.25459507,0.5590454,0.50468284,0.49039996,0.53273886,0.68152374
0.3054021,0.39070338,0.8767736,0.50376076,0.46262228,1.0,0.12568286,0.302327,0.81307584,0.5910878,0.34805274,0.63373846
0.8137647,0.32306796,0.06403329,1.0,0.3970261,0.22149177,0.6977754,0.25162098,0.0,0.43889898,0.56841636,0.19355063
0.38932937,0.3303104,0.08005081,0.51360476,0.5275046,0.1479818,0.33509013,0.16689341,0.0,0.23469009,0.3598199,0.2051806
0.8033895,0.6226007,0.059717968,0.920244,0.68306184,0.22701372,0.6751783,0.50543284,0.0,0.43155372,0.7129951,0.3411593
0.46135694,0.77738047,0.70825374,0.5838491,0.8870441,0.8132251,0.31137842,0.68686855,0.59811234,0.58480537,0.61936873,0.7428171
0.9041454,0.8198349,0.42861217,1.0,0.9231422,0.58198917,0.83766854,0.76347697,0.3662756,0.6663788,0.86199015,0.62422353
0.9963769,0.6711604,0.31073415,1.0,0.7967257,0.41011944,0.8959965,0.545455,0.16179848,0.6535555,0.8337686,0.49094728
0.46989095,0.5156417,0.6105806,0.56388813,0.70339483,0.8015484,0.4094095,0.3600099,0.5118618,0.5402358,0.4927663,0.5631111
0.29455057,0.44863957,0.632185,0.38390982,0.5410622,0.7036267,0.100530244,0.30323312,0.49978927,0.4633678,0.37159508,0.5404123
0.64691883,0.31876275,0.46941364,0.79642326,0.37657395,0.54494077,0.49152145,0.20237854,0.34634694,0.5581662,0.48284078,0.39408818
0.31015536,0.3901113,0.013882308,0.4308382,0.44374415,0.17564163,0.12579773,0.2872625,0.0,0.16201884,0.35013333,0.2019968
0.861326,0.98331594,0.7156037,0.92092735,1.0,0.90202194,0.78450936,0.8742167,0.6363434,0.78846484,0.92232096,0.8494598
0.9414464,0.8421497,0.55378026,0.9948621,0.91609806,0.61079526,0.8306123,0.671353,0.48236883,0.7476134,0.8917981,0.69796497
0.25331783,0.19776551,0.7843439,0.39802355,0.29787007,0.8582883,0.13650335,0.07856893,0.6684048,0.51883084,0.22554168,0.49105468
0.94555473,0.9467853,0.15145007,1.0,1.0,0.22619893,0.7950884,0.8860646,0.0891625,0.5485024,0.94617003,0.5491177
0.36099172,0.47528452,0.4103446,0.45405877,0.6545381,0.51445943,0.22275166,0.41075736,0.25407165,0.38566816,0.41813812,0.44281456
0.022614822,0.9339574,0.48925596,0.21283144,1.0,0.6258203,0.0,0.8347148,0.4364173,0.2559354,0.47828612,0.7116067
0.058837283,0.03622604,0.27332294,0.13407479,0.16630706,0.3943855,0.0018159917,0.0,0.19718257,0.1660801,0.047531664,0.15477449
0.5786719,0.067895316,0.71016294,0.6705688,0.23477471,0.7709725,0.41292644,0.0,0.64093846,0.6444174,0.32328358,0.38902915
0.3489626,0.5800813,0.93395,0.5365438,0.63044506,1.0,0.21896544,0.478573,0.7782399,0.6414563,0.4645219,0.75701565
0.04916411,0.45269853,0.81774336,0.14938237,0.55695415,0.99064636,0.0,0.35530496,0.6901357,0.43345374,0.25093132,0.63522094
0.5081785,0.38307178,0.06286029,0.62691927,0.5583438,0.22914414,0.35256776,0.23154886,0.0,0.2855194,0.44562513,0.22296603
0.4068731,0.11860246,0.7455398,0.47070715,0.18690431,0.8892178,0.25504237,0.043870784,0.6535433,0.57620645,0.26273778,0.43207112
0.16224693,0.039796032,0.9981315,0.27668226,0.17481592,1.0,0.083988875,0.0,0.891718,0.5801892,0.10102148,0.51896375
0.5828038,0.2998708,0.9200669,0.7405016,0.43918285,1.0,0.46807572,0.19753796,0.74489444,0.75143534,0.44133726,0.60996884
0.4589807,0.15510707,0.88685125,0.5989694,0.32787335,0.9411132,0.3062946,0.042366885,0.7115556,0.672916,0.30704388,0.52097917
0.23818423,0.6752173,0.16081463,0.38312513,0.8190939,0.26370966,0.06878339,0.5308256,0.088018365,0.19949943,0.45670074,0.41801593
0.3726404,0.759096,0.5963835,0.5712327,0.90634745,0.730486,0.3030954,0.67466885,0.5152463,0.48451194,0.5658682,0.67773974
0.5610195,0.6249945,0.85381037,0.6817546,0.7558905,0.9119545,0.4468524,0.5027846,0.75285625,0.7074149,0.593007,0.7394025
0.38852,0.4613264,0.28099066,0.52473426,0.6388471,0.46753216,0.33742982,0.29619724,0.081065394,0.33475533,0.4249232,0.37115854
0.12021894,0.10401331,0.8508408,0.17053014,0.29289156,0.9562592,0.0,0.010465729,0.65493536,0.48552987,0.11211612,0.47742704
0.8772947,0.105941616,0.049484618,0.95264846,0.30362532,0.24276489,0.7112035,0.021933908,0.0,0.46338966,0.49161816,0.07771312
0.27926698,0.36592817,0.7211674,0.36760807,0.49919748,0.78439075,0.107848,0.23878045,0.6551026,0.5002172,0.3225976,0.54354775
0.30004147,0.7754624,0.5968871,0.44392326,0.9534548,0.7803842,0.2322536,0.7089988,0.4180535,0.4484643,0.5377519,0.68617475
0.4550477,0.8757663,0.27996638,0.53453404,1.0,0.36611703,0.2955243,0.72024846,0.08989221,0.36750704,0.66540694,0.5778663
0.3435824,0.1775394,0.34197348,0.5117849,0.33167565,0.45787638,0.24825425,0.088891834,0.2573889,0.34277794,0.2605609,0.25975645
0.31891412,0.5497757,0.8149735,0.4209212,0.74254143,0.9876064,0.19610907,0.45405567,0.68479306,0.5669438,0.43434492,0.6823746
0.09357819,0.3678276,0.035816338,0.15947574,0.49440533,0.19600596,0.017211521,0.29067084,0.0,0.064697266,0.23070289,0.20182197
0.28332588,0.7467902,0.4547745,0.47491094,0.8853557,0.64408565,0.20178235,0.57355094,0.35993463,0.3690502,0.51505804,0.60078233
0.46885213,0.3277103,0.6862115,0.64051473,0.49255073,0.8223429,0.36608586,0.17155354,0.5124976,0.5775318,0.39828122,0.5069609
0.15953054,0.5199744,0.57393414,0.21354593,0.6685558,0.7446875,0.0,0.42543444,0.44338956,0.36673233,0.33975247,0.5469543
0.51586866,0.23660718,0.0473104,0.6669552,0.38124663,0.13106513,0.38847578,0.08581189,0.0,0.2815895,0.3762379,0.14195879
0.86120176,0.87539005,0.5591238,1.0,1.0,0.61606807,0.748891,0.7786742,0.3711567,0.7101628,0.8682959,0.7172569
0.21903273,0.05227533,0.57712376,0.36874244,0.21455042,0.75651413,0.13102847,0.0,0.43059397,0.39807823,0.13565403,0.31469953
0.9272663,0.3543334,0.6709968,1.0,0.4441628,0.7845522,0.76283264,0.24185178,0.5056652,0.7991315,0.6407999,0.5126651
0.19680022,0.20164956,0.5914819,0.29254153,0.27602965,0.7529716,0.055165492,0.12956098,0.49418315,0.39414105,0.19922489,0.39656574
0.94705546,0.10485764,0.036773786,1.0,0.18883707,0.11385092,0.78737,0.0,0.0,0.49191463,0.5259566,0.07081571
0.15348798,0.3349248,0.50285035,0.23434779,0.40642688,0.63401747,0.080283895,0.20211115,0.36723086,0.32816917,0.24420638,0.41888756
0.34214327,0.54238254,0.15979059,0.47782016,0.660976,0.3577056,0.15312174,0.367946,0.062400453,0.25096694,0.4422629,0.35108656
0.39439842,0.78614306,0.6080401,0.5632485,0.97466207,0.710435,0.22430362,0.6630578,0.5447171,0.5012193,0.59027076,0.6970916
0.49105835,0.5160912,0.1376477,0.57303274,0.5926361,0.33085403,0.3879807,0.34359413,0.0,0.31435302,0.5035748,0.32686946
0.12604898,0.6797983,0.59571636,0.31136,0.8610621,0.76757514,0.0,0.54813707,0.4814641,0.36088267,0.40292364,0.6377573
0.13861959,0.61805004,0.9795079,0.3122896,0.7484524,1.0,0.0,0.4860483,0.8857607,0.55906373,0.37833482,0.79877895
0.345268,0.9431403,0.5298495,0.48578757,1.0,0.6447219,0.15572728,0.749279,0.40825915,0.43755877,0.64420414,0.7364949
0.24561068,0.72615296,0.438867,0.35692453,0.8075376,0.60452,0.1700769,0.5599637,0.2580918,0.34223884,0.4858818,0.58251
0.41318154,0.3947309,0.60265195,0.485286,0.56259125,0.6883942,0.2892461,0.24755156,0.4770807,0.50791675,0.40395623,0.49869144
0.44422165,0.12371509,0.8537358,0.62632674,0.23249404,1.0,0.3098548,0.03927792,0.80226654,0.6489787,0.28396836,0.48872545
0.37572545,0.39411488,0.8051759,0.52951086,0.56070113,1.0,0.2915451,0.22636802,0.72150713,0.59045064,0.38492018,0.5996454
0.017656377,0.9774298,0.69902474,0.11538718,1.0,0.76103485,0.0,0.79495806,0.6342126,0.35834056,0.4975431,0.8382273
0.89526045,0.20760927,0.51646984,0.99014753,0.2640417,0.63323456,0.7301545,0.06638165,0.4477552,0.70586514,0.5514349,0.36203957
0.74682134,0.90750384,0.2033917,0.84337735,1.0,0.39116904,0.64373493,0.8177126,0.044102374,0.4751065,0.82716256,0.55544776
0.53699476,0.0070490115,0.7631594,0.65897197,0.12272666,0.8464012,0.46171257,0.0,0.7041087,0.65007704,0.27202186,0.3851042
0.7181431,0.89866257,0.7260536,0.8492119,1.0,0.78023607,0.52806187,0.7380803,0.5697771,0.72209835,0.80840284,0.8123581
0.3154942,0.33572122,0.43529555,0.4040428,0.4115482,0.5489989,0.2410777,0.20402479,0.25784987,0.37539488,0.32560772,0.3855084
0.9418976,0.034303207,0.8252769,1.0,0.20290424,0.9350602,0.81103486,0.0,0.7579198,0.88358724,0.4881004,0.42979005
0.84104204,0.009375243,0.24170795,0.96299565,0.15522368,0.4068194,0.7574814,0.0,0.096278444,0.541375,0.42520866,0.1255416
0.32253402,0.79844004,0.7925106,0.39399785,0.8661074,0.98691005,0.12382316,0.7249027,0.7419229,0.55752236,0.56048703,0.79547536
0.37004706,0.8129267,0.674231,0.46015984,0.90795773,0.74829125,0.2948219,0.6464217,0.58391535,0.522139,0.5914869,0.74357885
0.8691139,0.5551701,0.8470675,1.0,0.70623195,0.97087526,0.71888965,0.47146475,0.7923396,0.8580907,0.71214205,0.7011188
0.74580216,0.40408874,0.7482102,0.89025366,0.58544147,0.9079957,0.6582768,0.2245787,0.60166544,0.7470062,0.57494545,0.57614946
0.7261042,0.43365422,0.026501397,0.8701301,0.53725713,0.08305199,0.56008863,0.23994492,0.0,0.3763028,0.5798792,0.2300778
0.0918578,0.33127517,0.5029475,0.239515,0.5183981,0.6746907,0.0,0.23719598,0.315548,0.29740268,0.21156648,0.41711134
0.76304585,0.7284991,0.9143861,0.91200614,0.83997756,1.0,0.70423275,0.55783516,0.7392391,0.838716,0.7457725,0.8214426
0.43846446,0.40523198,0.36556497,0.5051475,0.6025859,0.47156882,0.2947955,0.2273606,0.17249288,0.40201473,0.42184824,0.38539848
0.54214907,0.29561368,0.49737346,0.70491076,0.48114523,0.5806365,0.3526691,0.107716896,0.3471064,0.51976126,0.41888136,0.39649355
0.15845184,0.8512636,0.06832566,0.24061021,0.9574704,0.2132448,0.023962567,0.7247743,0.0017865321,0.113388754,0.5048577,0.45979464
0.38429078,0.5884802,0.77192676,0.4704865,0.689896,0.8697576,0.21612872,0.41290358,0.70753133,0.5781088,0.4863855,0.6802035
0.549904,0.40723208,0.21532324,0.69332343,0.5931133,0.39513865,0.35587683,0.3315734,0.053126227,0.38261363,0.47856805,0.31127766
0.3151943,0.46804255,0.7545563,0.48149937,0.5777958,0.8225835,0.18183929,0.36950755,0.6262457,0.53487533,0.39161843,0.61129946
0.3269805,0.58897007,0.61724293,0.48348883,0.7526794,0.68532604,0.14820123,0.43708134,0.4804838,0.4721117,0.45797527,0.6031065
0.008969167,0.9188882,0.572541,0.083460495,0.97287863,0.74476516,0.0,0.76723963,0.50709784,0.2907551,0.46392867,0.7457146
0.19204846,0.027403675,0.38691598,0.36087528,0.15844128,0.49636042,0.1336527,0.0,0.32302132,0.28948224,0.109726064,0.20715983
0.9992082,0.30685112,0.45074522,1.0,0.39864102,0.6474773,0.9187539,0.16580422,0.28258356,0.7249767,0.6530297,0.37879816
0.20003928,0.9311629,0.36475882,0.26652405,1.0,0.47709835,0.089981705,0.8734801,0.27296737,0.28239906,0.56560105,0.64796084
0.62890565,0.847326,0.6077988,0.74346006,0.95438826,0.7262176,0.54975075,0.7649062,0.4210363,0.61835223,0.73811585,0.7275624
0.9349516,0.76251537,0.93425584,1.0,0.82868385,1.0,0.8523894,0.6460278,0.80465394,0.93460375,0.8487335,0.84838563
0.56836253,0.53675437,0.5075272,0.6864329,0.7188098,0.57779753,0.3977717,0.45843616,0.37061504,0.53794485,0.5525585,0.52214074
0.31937945,0.8938256,0.9816182,0.4823535,1.0,1.0,0.20271656,0.79924345,0.83986115,0.6504988,0.6066025,0.9377219
0.685191,0.6866783,0.8180234,0.79566336,0.8102084,0.87831676,0.552011,0.63270545,0.72523123,0.7516072,0.6859346,0.75235087
0.5381917,0.5230754,0.22586979,0.6946135,0.69857347,0.35579327,0.4870266,0.3500689,0.12990119,0.38203073,0.53063357,0.3744726
0.21411173,0.3654926,0.65953034,0.3015632,0.5074975,0.82048917,0.09027129,0.3053164,0.52839285,0.43682104,0.28980216,0.5125115
0.33884665,0.36288792,0.64909494,0.5163204,0.42522672,0.7426732,0.2301407,0.2521911,0.50559974,0.49397078,0.35086727,0.5059914
0.5951126,0.6983083,0.36295298,0.67273927,0.833905,0.46291184,0.41062912,0.5368847,0.2347699,0.4790328,0.64671046,0.53063065
0.5581431,0.69422597,0.06403407,0.72242886,0.7470624,0.24273749,0.43542045,0.5309667,0.0,0.31108856,0.6261845,0.37913004
0.39146283,0.07972705,0.035976365,0.5491317,0.15323067,0.15613128,0.3152438,0.0,0.0,0.2137196,0.23559494,0.05785171
0.37960982,0.6904976,0.2131182,0.49126413,0.84319395,0.33547506,0.23309816,0.5083702,0.1610811,0.296364,0.5350537,0.4518079
0.31175828,0.045033358,0.9560979,0.42067528,0.21411563,1.0,0.25600266,0.0,0.8385445,0.6339281,0.17839582,0.50056565
0.8603648,0.10760497,0.54644954,0.96004504,0.25999102,0.7435619,0.7040981,0.0,0.4720208,0.70340717,0.48398486,0.32702726
0.5599956,0.86133325,0.83663183,0.65909606,0.98206514,0.9030827,0.45397404,0.7245735,0.7049031,0.6983137,0.7106644,0.8489825
0.54238707,0.9035944,0.051342793,0.6817686,0.9731088,0.11465927,0.36709937,0.7094685,0.0,0.29686496,0.72299075,0.47746858
0.8020718,0.2878222,0.95924205,0.86384183,0.3615098,1.0,0.74178636,0.16593269,0.7907811,0.8806569,0.54494697,0.6235321
0.63707197,0.74933803,0.21701281,0.7654657,0.9048868,0.39577323,0.5668192,0.69078577,0.07776746,0.42704237,0.693205,0.48317543
0.68564004,0.120531045,0.5686291,0.8131904,0.21013801,0.62717056,0.59882325,0.0,0.38914758,0.62713456,0.40308553,0.34458008
0.29062513,0.029958757,0.11255702,0.40906763,0.20368294,0.19848262,0.23875877,0.0,0.0,0.20159107,0.16029195,0.07125789
0.54479915,0.7118987,0.51317215,0.6413875,0.7762002,0.6670402,0.49229214,0.6422095,0.3881148,0.5289857,0.6283489,0.6125354
0.4500219,0.87657917,0.43098623,0.55050004,1.0,0.58496916,0.3683443,0.6880421,0.3643076,0.44050404,0.6633005,0.65378267
0.6722828,0.76964366,0.49600902,0.7505688,0.96721596,0.6375097,0.5518038,0.5990266,0.38736877,0.5841459,0.72096324,0.6328263
0.14804529,0.30369225,0.2984989,0.27814078,0.47120577,0.37760696,0.082217224,0.17506705,0.13348986,0.22327209,0.22586876,0.30109558
0.030042315,0.35177293,0.87657565,0.16209657,0.4608353,0.9852862,0.0,0.28702596,0.7059257,0.45330897,0.19090763,0.6141743
0.0048068166,0.7709586,0.75693613,0.07033962,0.9113141,0.84262717,0.0,0.61340535,0.56717765,0.38087147,0.3878827,0.76394737
0.41131595,0.72226995,0.66403663,0.5308395,0.82618535,0.7440674,0.28559265,0.5247004,0.48432463,0.5376763,0.56679296,0.69315326
0.11317531,0.3112264,0.9238253,0.23435162,0.50987595,1.0,0.024513641,0.1266345,0.7439989,0.5185003,0.21220085,0.6175259
0.76021594,0.13044669,0.07024643,0.9161199,0.21424435,0.20352948,0.6796599,0.056082364,0.0,0.4152312,0.4453313,0.10034656
0.7513763,0.033871762,0.3489233,0.8525594,0.12701856,0.50456786,0.6950331,0.0,0.16493642,0.5501498,0.39262402,0.19139753
0.50912875,0.25269517,0.5088829,0.6096364,0.42787293,0.64040095,0.42432958,0.06145163,0.3721267,0.5090058,0.38091195,0.38078904
0.7847173,0.34283793,0.08019781,0.8967449,0.5024807,0.22737564,0.7176032,0.28171638,0.0,0.43245757,0.5637776,0.21151786
0.9074989,0.38966748,0.83265585,1.0,0.4665418,1.0,0.83915573,0.27110046,0.6670574,0.8700774,0.6485832,0.61116165
0.7353559,0.71589357,0.77794564,0.86124253,0.8754548,0.94234437,0.6263007,0.613051,0.68781483,0.7566508,0.72562474,0.74691963
0.89935565,0.34790057,0.85291636,1.0,0.4328982,0.9562962,0.8139417,0.1987814,0.69503844,0.876136,0.6236281,0.6004085
0.15678808,0.41784218,0.3188532,0.34808305,0.49640608,0.39302877,0.070521735,0.29925582,0.26310205,0.23782064,0.28731513,0.36834767
0.40703368,0.85379034,0.7537654,0.5069668,0.93544525,0.9517931,0.27022585,0.7873296,0.5668298,0.5803995,0.630412,0.8037779
0.15552026,0.68600327,0.740046,0.32853115,0.75812155,0.89663535,0.075395584,0.50656587,0.585198,0.44778314,0.42076176,0.7130246
0.15838122,0.28094983,0.27926087,0.33003393,0.42259878,0.40587494,0.0,0.12882078,0.11906379,0.21882105,0.21966553,0.28010535
0.5640885,0.99123204,0.7055111,0.6848947,1.0,0.7980873,0.36708844,0.8793557,0.5721589,0.63479984,0.7776603,0.84837157
0.7330336,0.8843304,0.92237747,0.7936801,1.0,1.0,0.5609892,0.7386608,0.74113107,0.8277055,0.80868196,0.9033539
0.08218602,0.4171014,0.74611956,0.26407626,0.486945,0.8178274,0.0,0.35042378,0.58495075,0.4141528,0.24964371,0.5816105
0.6665216,0.92142624,0.7628289,0.85874075,0.9749006,0.9052028,0.48640472,0.7234277,0.61555904,0.71467525,0.7939739,0.84212756
